AttractionName;Park;10:00;10:05;10:10;10:15;10:20;10:25;10:30;10:35;10:40;10:45;10:50;10:55;11:00;11:05;11:10;11:15;11:20;11:25;11:30;11:35;11:40;11:45;11:50;11:55;12:00;12:05;12:10;12:15;12:20;12:25;12:30;12:35;12:40;12:45;12:50;12:55;13:00;13:05;13:10;13:15;13:20;13:25;13:30;13:35;13:40;13:45;13:50;13:55;14:00;14:05;14:10;14:15;14:20;14:25;14:30;14:35;14:40;14:45;14:50;14:55;15:00;15:05;15:10;15:15;15:20;15:25;15:30;15:35;15:40;15:45;15:50;15:55;16:00;16:05;16:10;16:15;16:20;16:25;16:30;16:35;16:40;16:45;16:50;16:55;17:00;17:05;17:10;17:15;17:20;17:25;17:30;17:35;17:40;17:45;17:50;17:55;18:00;18:05;18:10;18:15;18:20;18:25;18:30;18:35;18:40;18:45;18:50;18:55;19:00;19:05;19:10;19:15;19:20;19:25;19:30;19:35;19:40;19:45;19:50;19:55
Attraction11;Park1;15;15;12;19;16;11;18;15;12;18;20;16;18;28;24;17;23;20;26;25;26;24;27;18;20;20;21;17;27;21;24;15;16;21;27;17;19;26;22;18;23;28;21;26;21;30;25;25;24;31;22;28;22;28;27;21;31;25;26;24;40;24;40;32;33;27;26;34;37;39;24;33;23;27;29;28;27;33;25;30;31;23;30;24;20;29;25;19;28;27;20;18;24;19;26;31;28;26;27;25;17;28;23;31;27;22;24;18;19;29;20;33;22;23;34;22;30;33;25;20
Attraction12;Park1;8;6;6;8;5;8;6;7;8;8;7;6;11;6;8;10;8;9;11;8;7;10;12;8;14;12;10;10;13;12;12;12;11;13;15;8;13;11;12;8;13;9;8;9;13;11;8;12;14;8;15;12;15;8;13;8;9;12;12;11;18;13;15;15;15;19;15;12;18;11;14;12;17;16;15;14;10;15;16;10;16;11;10;15;9;11;12;13;11;12;11;11;13;12;9;13;10;8;14;12;14;10;13;11;12;9;11;11;9;15;16;11;10;10;9;13;15;12;11;14
Attraction13;Park1;43;54;42;38;34;40;39;42;57;43;38;59;79;70;69;58;63;74;56;58;85;85;49;83;69;85;57;92;56;56;58;82;95;61;64;79;71;77;68;77;61;75;85;81;51;72;53;73;72;57;57;83;57;61;91;91;86;86;62;90;78;85;94;73;93;88;77;107;72;65;99;116;85;113;98;89;73;71;78;98;84;103;90;114;82;88;61;85;98;97;73;59;71;60;74;68;80;69;99;112;107;81;75;79;68;103;65;99;57;80;53;56;73;62;51;49;75;52;62;82
Attraction14;Park1;37;41;27;37;33;24;25;38;25;41;41;28;39;50;39;45;43;32;48;41;54;33;33;33;38;63;49;57;41;50;49;40;42;64;60;49;57;36;51;56;40;47;34;57;48;36;47;46;73;42;43;54;61;57;48;52;67;61;61;48;61;44;55;44;71;66;52;59;47;50;77;71;46;64;49;52;83;49;45;62;67;47;76;72;46;81;76;81;56;56;82;68;55;45;68;71;68;44;68;62;70;63;42;60;54;69;40;65;55;63;48;58;43;63;43;70;42;42;57;45
Attraction15;Park1;40;41;31;31;51;48;43;29;30;50;33;50;53;42;47;50;66;57;65;70;60;62;72;45;84;72;87;68;62;58;74;71;51;75;69;73;49;82;83;78;74;61;73;63;76;83;81;59;88;105;106;86;92;92;71;106;101;71;80;62;126;110;97;116;124;73;78;115;117;114;77;73;72;76;66;81;86;75;87;92;95;75;98;98;69;68;83;67;69;113;70;92;105;115;69;69;67;90;67;61;89;75;81;62;85;92;70;102;78;62;65;67;61;72;72;54;82;79;82;53
Attraction16;Park1;8;6;8;6;8;5;6;8;7;5;9;9;8;10;13;9;10;9;12;10;8;8;12;10;13;9;14;10;11;11;12;12;12;13;9;11;15;15;16;14;9;15;12;14;12;13;11;14;11;12;12;15;15;10;9;12;9;9;12;11;20;20;17;17;20;12;17;15;19;13;11;13;15;13;15;17;14;16;11;12;13;11;13;10;17;18;17;15;15;15;14;17;13;20;20;19;11;18;14;10;17;15;14;16;18;13;13;13;15;10;10;13;15;9;9;14;13;11;12;11
Attraction17;Park1;37;24;24;39;24;35;38;32;39;27;41;32;44;45;40;53;36;33;31;54;42;45;49;49;52;65;70;67;60;61;70;51;45;54;61;40;60;39;41;42;57;44;65;48;35;50;41;47;52;65;40;56;47;69;57;50;58;67;43;71;77;74;68;63;69;75;42;75;75;46;42;75;68;47;77;53;76;50;51;50;45;76;51;43;69;70;50;67;67;77;57;79;66;93;70;62;59;61;45;52;55;50;68;63;48;53;52;53;45;47;37;45;37;62;61;58;48;61;58;59
Attraction18;Park1;6;7;6;7;6;7;8;7;6;7;6;7;13;13;8;8;10;13;10;11;10;10;9;12;15;10;11;10;15;9;8;10;14;14;13;11;9;16;11;15;12;12;16;14;16;14;16;13;12;12;18;14;10;16;18;15;12;17;19;13;14;16;13;10;12;16;17;14;17;14;13;16;17;15;10;17;11;16;13;10;12;10;12;17;11;13;12;15;16;10;13;10;16;16;13;11;13;11;18;13;12;11;18;17;18;11;16;14;11;15;9;11;11;14;11;13;14;10;11;9
Attraction19;Park1;5;8;7;5;7;6;8;7;9;5;8;7;11;11;11;7;8;13;11;10;11;8;9;8;11;11;10;10;8;10;10;12;10;8;9;11;9;13;8;13;11;14;13;14;9;14;14;9;11;15;13;14;15;14;15;9;11;15;16;16;16;11;17;12;19;20;13;11;14;13;17;14;13;13;17;12;14;17;17;16;10;11;16;14;13;13;10;14;12;11;15;17;13;12;17;13;15;15;16;10;10;10;15;17;16;10;17;15;10;13;10;10;8;15;14;13;14;10;9;8
Attraction20;Park1;8;10;8;8;9;6;7;10;10;8;8;7;10;8;8;10;7;7;7;11;9;11;8;9;11;12;12;13;8;9;11;8;10;9;13;12;13;12;9;10;12;9;11;10;13;11;9;10;14;9;11;10;10;14;9;10;10;11;14;15;14;13;15;15;14;13;16;18;11;17;18;17;17;11;10;14;9;15;16;16;11;13;17;13;14;14;12;17;10;14;16;14;10;16;15;18;14;14;13;14;14;9;9;14;13;11;15;10;8;9;13;9;8;8;10;12;12;13;9;11
Attraction21;Park1;7;6;5;5;9;6;5;5;8;6;5;8;9;10;10;9;11;9;10;12;11;8;8;10;11;13;13;15;9;8;13;9;9;11;12;15;13;13;14;9;10;12;11;9;12;9;14;13;10;14;10;16;10;9;12;11;14;9;15;15;14;16;12;17;16;14;10;16;11;12;17;18;11;17;19;17;12;20;11;12;20;13;15;16;12;11;12;11;14;13;19;14;12;16;14;13;10;10;11;11;15;11;14;13;15;13;10;15;9;12;9;7;12;11;13;8;12;11;13;7
Attraction22;Park1;7;8;8;7;9;6;9;7;9;8;7;9;7;8;7;11;11;9;10;10;7;10;9;12;16;17;15;11;10;16;16;13;14;12;14;9;12;10;13;12;11;13;14;13;11;11;16;16;13;15;16;10;9;9;11;15;14;11;10;16;19;17;17;11;13;14;13;16;14;11;11;14;14;12;10;15;13;16;16;16;18;10;15;15;12;16;11;17;18;20;20;13;18;14;11;16;11;12;8;9;15;10;11;13;11;13;9;14;8;13;9;10;7;10;13;7;10;9;12;9
Attraction23;Park1;7;7;8;8;6;7;7;8;7;8;6;9;8;8;8;10;10;11;11;7;8;11;13;8;8;9;14;9;12;12;8;10;9;12;11;11;13;13;13;13;10;12;10;16;9;9;9;14;14;11;11;12;15;14;13;14;10;13;10;13;16;11;12;13;12;17;14;14;12;12;16;13;17;11;17;18;16;17;12;16;18;13;11;16;15;15;15;15;15;11;15;17;17;12;18;14;19;17;10;10;17;15;10;12;14;17;13;11;8;14;11;9;9;15;13;10;13;10;15;14
Attraction24;Park1;22;23;17;26;27;26;25;23;26;19;19;25;31;43;48;40;30;45;38;33;37;29;27;41;33;48;56;50;54;34;39;38;33;45;46;47;42;37;35;43;41;55;45;30;51;53;45;39;46;35;60;46;33;34;57;41;36;46;47;49;69;61;44;53;48;69;46;52;70;65;57;61;51;40;53;60;51;40;37;50;51;52;34;55;56;62;44;47;61;50;59;65;58;46;59;65;57;41;45;50;40;54;37;46;47;40;33;57;44;54;47;32;32;51;38;49;34;40;48;49
Attraction25;Park1;18;23;30;26;20;20;26;29;29;29;26;27;39;28;32;38;31;46;46;43;36;44;38;46;46;30;50;32;49;31;44;46;30;42;31;43;52;48;40;49;45;36;54;50;30;52;40;45;52;41;56;57;48;54;40;52;47;38;39;50;38;34;57;58;43;55;35;52;41;39;54;41;57;40;41;50;59;60;54;57;62;70;51;56;44;36;59;42;58;59;58;61;58;36;44;62;49;46;64;65;41;51;60;37;64;53;66;57;42;32;48;43;47;36;49;46;30;39;43;39
Attraction26;Park1;45;40;31;42;41;47;37;40;38;40;32;34;51;56;76;61;83;63;63;71;63;86;51;77;102;65;103;93;97;100;66;95;96;74;96;72;60;69;54;60;78;79;79;60;65;90;52;66;103;68;64;90;63;76;63;90;58;97;79;96;109;78;77;83;77;105;90;61;77;102;59;88;105;100;63;68;89;90;100;82;75;98;89;78;67;95;104;107;64;65;71;104;75;60;78;107;73;91;71;62;63;96;65;79;58;99;82;82;102;90;99;67;55;84;63;81;96;91;65;94
Attraction27;Park1;34;29;33;30;38;32;25;24;28;29;39;41;38;47;40;52;51;58;57;58;53;53;55;54;68;67;44;46;41;38;39;42;69;45;51;56;44;74;47;69;50;70;69;72;58;74;72;46;49;43;47;56;76;78;60;75;49;75;61;66;50;74;58;46;63;75;49;68;65;62;53;46;54;77;70;61;56;47;57;69;50;47;75;80;82;76;79;68;60;75;63;85;80;60;58;71;45;73;74;46;47;58;49;48;75;45;40;70;55;39;48;48;51;47;44;59;50;38;61;68
Attraction28;Park1;44;33;35;31;49;39;47;31;52;48;53;38;68;89;60;82;82;61;65;75;50;72;80;82;78;66;67;67;59;74;68;85;50;66;82;70;97;84;85;98;60;71;54;73;69;95;59;68;58;59;59;91;59;81;88;67;71;93;57;68;104;85;85;96;61;67;80;69;71;93;83;72;105;85;89;68;78;100;99;79;74;96;93;113;80;110;91;91;98;116;69;110;70;118;88;64;59;94;84;53;88;91;78;83;63;54;62;66;83;58;78;56;72;71;69;62;84;89;58;68
Attraction29;Park1;21;28;27;28;23;17;21;30;23;21;21;20;32;44;45;45;33;26;36;37;26;46;42;34;35;45;42;54;36;43;46;39;36;46;48;35;39;31;42;32;37;33;31;32;46;39;48;38;55;65;40;55;41;38;55;50;45;48;49;37;37;39;45;45;56;51;46;60;49;53;58;49;70;56;72;41;70;71;64;44;48;53;49;61;36;53;60;40;52;53;58;51;55;47;36;50;57;60;49;34;41;35;33;54;52;59;42;42;30;34;36;43;35;32;53;40;45;54;47;38
Attraction30;Park1;38;34;21;38;26;29;26;32;37;21;32;26;45;48;47;51;48;46;37;52;51;36;48;56;39;44;67;64;67;60;62;50;66;62;61;50;43;45;42;53;73;44;62;62;71;47;70;72;53;69;78;47;75;54;86;51;60;69;57;86;85;87;65;79;56;93;54;60;93;62;69;87;78;75;77;75;71;64;80;49;50;82;52;73;78;81;78;77;76;62;46;59;67;66;67;77;57;47;51;79;70;71;59;74;61;49;64;77;48;55;35;53;57;61;57;43;47;42;58;41
Attraction31;Park1;6;6;7;7;8;6;8;9;6;6;8;8;8;8;9;8;7;9;10;10;8;7;8;11;11;11;13;15;9;16;13;13;14;13;9;15;14;14;12;13;12;12;14;15;10;11;10;9;14;10;10;12;10;12;11;11;10;10;14;13;15;14;14;16;17;20;18;18;13;20;19;17;13;11;11;18;14;10;13;17;18;14;11;14;13;12;11;12;17;10;14;11;9;16;15;14;15;13;16;15;10;17;16;13;15;15;17;14;15;11;8;13;9;11;13;10;9;14;8;15
Attraction32;Park1;39;38;22;30;25;35;41;32;29;26;28;42;54;47;42;55;35;51;51;38;41;53;49;41;62;65;50;53;60;59;66;67;39;44;44;62;42;61;46;64;71;66;51;75;47;62;52;62;54;56;59;74;59;65;50;57;60;42;58;70;56;78;67;54;68;51;53;59;45;73;67;54;57;82;83;77;82;77;74;59;64;53;62;58;66;76;81;50;53;69;73;56;64;70;80;67;47;71;49;73;69;52;51;49;46;72;51;56;39;39;40;42;40;41;47;60;57;43;51;44
Attraction33;Park1;27;42;29;32;36;30;29;23;41;35;37;29;46;30;50;30;43;43;30;39;54;38;50;51;64;45;64;54;41;61;46;46;45;54;53;40;70;51;47;46;74;66;59;67;50;73;75;50;66;69;51;79;45;58;51;78;56;50;61;58;65;61;72;60;63;56;70;74;54;92;51;79;48;67;74;77;73;82;56;70;82;48;78;59;62;51;56;64;79;66;70;59;60;51;68;61;65;72;54;67;58;52;68;65;57;58;63;54;53;60;63;67;58;59;60;73;48;68;63;64
Attraction34;Park1;9;8;7;7;7;9;5;6;7;6;5;9;14;9;8;10;11;12;11;11;13;14;8;9;13;9;16;16;9;13;10;13;13;11;16;10;8;10;8;10;8;11;10;7;9;10;11;13;10;10;16;14;10;11;14;14;15;10;15;13;16;16;15;15;11;10;11;14;16;16;14;10;18;11;11;16;12;19;11;13;17;13;11;18;16;19;14;14;19;14;20;20;20;19;13;16;14;10;15;15;13;14;14;16;12;9;10;11;8;9;8;14;13;13;12;13;12;14;8;10
Attraction35;Park1;42;34;29;38;42;27;25;31;46;41;34;35;51;60;34;35;54;45;44;34;46;60;34;37;61;56;48;60;40;44;51;55;49;46;60;48;45;48;69;64;52;71;76;49;45;70;47;56;63;58;41;39;59;66;61;56;51;48;70;48;93;93;56;51;66;77;52;62;57;80;57;59;80;55;70;63;69;69;76;61;73;90;56;69;81;45;80;66;72;72;79;46;70;55;64;74;67;47;48;57;45;57;55;58;54;76;60;68;61;50;41;45;64;47;65;59;57;52;61;47
Attraction36;Park1;15;12;14;10;9;12;16;10;13;14;15;15;24;20;20;17;26;26;21;26;21;25;22;22;19;29;17;23;30;17;18;19;27;19;26;24;26;30;23;26;20;21;26;21;18;25;30;25;26;21;25;27;26;34;24;34;21;31;21;23;20;20;28;27;26;23;33;29;31;21;31;33;21;35;35;34;25;39;26;38;35;22;32;24;30;34;36;32;37;32;24;34;20;34;26;32;33;31;29;30;30;25;30;23;20;21;24;22;23;22;21;31;20;26;24;18;29;17;32;21
Attraction37;Park1;19;20;17;17;18;11;17;14;14;19;13;19;15;20;19;21;14;18;21;25;15;18;23;18;19;17;23;28;19;22;17;19;16;24;26;28;32;23;27;26;28;21;25;20;19;28;24;29;25;34;34;29;27;23;31;34;36;33;25;37;23;28;31;33;37;29;33;31;25;38;29;21;35;30;30;32;32;30;34;26;21;34;24;31;28;31;35;28;22;21;33;28;31;26;37;31;29;27;19;32;30;29;28;29;32;23;22;24;20;22;25;24;27;23;30;24;17;24;28;21
Attraction38;Park1;32;27;26;21;33;28;30;21;36;31;26;23;42;33;36;30;51;41;43;40;43;38;49;47;48;46;30;40;47;32;31;33;47;39;50;47;34;55;57;52;32;52;32;47;44;35;53;38;47;56;53;54;49;53;39;37;36;46;43;54;56;55;42;41;47;65;69;67;54;53;53;56;50;44;54;56;41;55;51;58;47;59;53;55;44;51;58;43;52;37;53;47;60;55;57;45;34;55;43;36;49;46;38;49;48;53;45;49;48;29;35;38;50;36;33;38;54;39;50;38
Attraction39;Park2;18;14;16;12;16;18;16;18;19;12;15;11;18;17;24;21;21;19;27;21;16;20;24;16;24;23;22;24;18;26;18;16;17;24;24;19;30;18;28;18;18;30;23;18;22;22;17;30;27;25;22;27;33;30;23;27;24;30;27;26;26;29;26;24;23;36;28;23;23;34;30;28;26;34;27;34;23;41;23;22;35;32;28;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction40;Park2;8;7;7;5;8;8;7;8;9;8;7;5;11;14;11;13;12;13;13;13;12;12;12;8;14;15;10;13;12;13;9;13;15;11;11;13;10;14;10;12;8;14;13;9;14;12;8;13;10;15;12;10;16;18;11;17;16;15;10;10;12;10;10;16;13;16;15;15;11;11;11;16;17;11;15;15;10;10;12;13;12;13;13;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction41;Park2;6;9;8;7;9;9;9;7;7;5;6;6;11;11;9;12;7;10;11;10;9;11;8;8;10;14;14;16;12;12;15;11;10;15;12;15;16;15;10;16;11;14;14;17;15;15;11;14;18;13;9;18;13;14;13;13;16;14;17;17;12;12;12;10;12;16;15;13;10;17;12;14;16;13;12;17;17;13;17;17;11;13;12;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction42;Park2;8;9;8;6;5;7;8;5;8;6;5;6;14;9;8;13;13;7;8;11;8;9;9;7;9;13;14;15;11;12;15;9;12;10;12;10;14;14;14;12;10;15;15;8;15;15;12;13;13;11;13;15;13;14;11;14;15;12;12;14;16;17;14;16;16;10;17;17;14;14;14;16;10;13;16;16;11;10;15;14;15;14;17;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction43;Park2;8;4;4;7;7;6;6;6;7;7;6;6;8;12;10;6;8;9;10;11;9;12;11;11;12;10;14;10;10;11;11;14;11;13;14;10;16;15;10;14;9;14;15;9;9;13;13;10;17;14;12;14;11;10;14;17;13;15;14;17;17;12;14;16;17;16;17;13;15;16;10;12;17;12;16;16;11;16;10;12;13;12;17;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction44;Park2;14;12;18;19;19;19;20;14;16;13;19;11;21;15;14;24;20;23;18;14;17;20;18;15;22;23;19;17;29;25;20;27;28;20;26;27;30;18;25;27;26;30;25;23;26;27;22;28;18;21;17;26;19;23;27;19;29;29;23;21;33;31;28;34;25;26;33;31;22;23;26;33;30;37;27;32;37;42;37;23;35;37;41;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction45;Park2;15;16;17;12;11;18;16;19;15;17;12;16;16;23;18;17;17;26;24;21;25;15;19;17;18;32;21;29;19;25;20;26;27;24;26;22;31;23;24;22;31;29;31;23;29;23;26;33;23;26;26;30;20;31;20;30;28;29;28;31;32;20;23;27;21;22;21;29;36;34;30;24;36;24;26;20;33;24;29;23;35;23;36;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction46;Park2;22;32;28;26;23;20;19;26;28;20;25;19;40;24;26;29;32;24;30;29;38;40;42;28;44;32;34;31;38;33;30;32;44;50;36;42;56;51;37;33;53;37;52;54;50;39;39;60;49;32;43;31;47;46;45;30;53;52;39;52;45;62;55;46;36;57;55;51;35;59;51;35;62;44;48;56;43;44;43;37;40;59;53;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction47;Park2;18;12;12;16;18;11;11;14;14;15;14;12;19;13;23;15;19;16;18;14;18;14;14;21;26;21;19;19;28;20;28;30;28;17;27;19;15;15;17;22;18;15;20;24;16;16;20;19;37;24;33;24;24;34;31;35;29;37;26;29;40;35;32;35;30;33;23;27;34;35;27;33;26;34;21;31;30;22;35;24;34;29;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction48;Park2;33;49;45;45;34;39;43;53;29;39;42;46;49;62;43;60;75;62;76;42;70;71;55;49;76;66;47;80;48;72;64;65;58;68;60;60;82;62;72;92;80;81;86;60;98;95;95;59;62;68;77;72;85;56;89;70;69;85;84;80;60;82;92;108;106;106;85;90;86;63;75;79;77;70;117;90;117;76;118;82;79;115;117;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction49;Park2;32;34;33;36;25;36;41;35;33;42;31;25;58;59;46;64;51;53;49;36;46;45;40;54;40;34;44;54;54;59;52;52;34;56;54;42;72;46;42;52;58;43;59;57;62;41;60;72;48;51;54;61;63;39;63;64;67;48;49;47;73;50;64;69;67;46;70;76;55;78;68;82;43;47;66;52;58;46;60;53;51;58;63;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction50;Park2;28;21;26;29;22;30;31;30;20;19;20;19;34;37;26;42;37;36;40;44;41;44;32;44;34;34;39;34;34;39;47;35;29;32;52;47;28;50;35;46;40;29;42;42;45;38;41;49;44;36;54;65;48;62;49;37;51;35;63;37;58;38;55;41;40;57;65;47;37;38;48;64;43;59;41;63;61;59;40;37;42;45;54;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
