AttractionName;Park;10:00;10:05;10:10;10:15;10:20;10:25;10:30;10:35;10:40;10:45;10:50;10:55;11:00;11:05;11:10;11:15;11:20;11:25;11:30;11:35;11:40;11:45;11:50;11:55;12:00;12:05;12:10;12:15;12:20;12:25;12:30;12:35;12:40;12:45;12:50;12:55;13:00;13:05;13:10;13:15;13:20;13:25;13:30;13:35;13:40;13:45;13:50;13:55;14:00;14:05;14:10;14:15;14:20;14:25;14:30;14:35;14:40;14:45;14:50;14:55;15:00;15:05;15:10;15:15;15:20;15:25;15:30;15:35;15:40;15:45;15:50;15:55;16:00;16:05;16:10;16:15;16:20;16:25;16:30;16:35;16:40;16:45;16:50;16:55;17:00;17:05;17:10;17:15;17:20;17:25;17:30;17:35;17:40;17:45;17:50;17:55;18:00;18:05;18:10;18:15;18:20;18:25;18:30;18:35;18:40;18:45;18:50;18:55;19:00;19:05;19:10;19:15;19:20;19:25;19:30;19:35;19:40;19:45;19:50;19:55
Attraction12;Park1;5;3;4;5;3;5;4;5;5;5;3;3;4;5;5;6;7;7;4;4;7;6;7;6;8;6;9;7;9;7;6;9;6;7;5;8;5;5;6;5;6;6;5;5;8;6;8;5;8;5;7;7;8;9;6;5;9;9;9;7;11;12;9;7;12;13;13;11;11;12;10;7;8;7;10;6;6;8;8;11;8;9;9;8;8;7;6;7;6;8;6;7;6;9;10;7;6;9;8;7;5;7;7;8;7;9;9;9;10;7;9;8;5;8;6;10;7;6;7;9
Attraction13;Park1;35;25;35;38;37;34;31;31;22;27;31;25;45;32;39;38;34;33;46;44;33;47;45;54;63;59;60;53;48;36;57;35;44;47;49;52;39;37;33;51;32;30;51;46;48;37;36;54;36;48;55;60;37;42;46;50;42;52;33;49;63;66;74;69;62;53;53;70;56;73;63;43;72;51;72;74;63;58;64;62;59;79;77;51;37;63;42;66;63;60;63;49;54;62;50;40;51;57;42;41;67;63;67;54;43;49;58;46;40;41;49;51;54;41;53;37;37;40;41;42
Attraction14;Park1;15;21;20;24;17;23;17;19;22;18;26;23;21;29;25;26;32;24;28;35;23;22;34;31;37;42;39;31;29;31;25;33;39;27;32;29;30;37;35;34;33;30;27;30;38;39;34;27;42;34;37;38;48;41;47;28;40;32;41;39;31;43;41;45;35;34;39;46;35;30;46;32;50;45;31;41;35;35;46;46;41;51;53;41;41;50;39;32;42;49;51;51;53;41;49;45;26;41;35;37;40;44;44;48;33;31;45;47;42;26;25;45;33;36;27;37;30;46;34;27
Attraction15;Park1;22;30;28;20;30;24;34;31;28;33;30;19;30;45;37;40;38;42;31;37;30;44;38;31;39;36;43;53;58;41;41;45;42;53;36;35;36;54;57;44;36;50;55;45;35;37;41;52;62;67;63;55;68;60;68;45;69;56;50;64;48;54;69;61;83;47;76;57;67;54;60;77;46;44;40;43;55;61;44;58;56;61;38;65;43;58;65;65;59;46;62;53;49;79;63;68;58;45;60;41;60;49;55;58;57;55;49;52;45;37;45;35;46;39;42;33;29;37;53;44
Attraction16;Park1;4;3;4;5;3;4;4;5;5;4;4;4;8;8;6;7;6;8;4;5;7;7;8;7;6;5;8;6;5;9;8;5;8;5;5;5;10;6;10;8;10;7;10;10;8;9;8;8;8;6;8;6;7;10;7;7;6;10;9;7;10;13;10;7;7;11;9;10;7;8;9;12;9;9;7;11;10;8;8;6;9;9;7;11;12;9;10;8;8;12;10;12;9;12;9;8;8;7;10;7;10;8;7;6;11;9;7;11;9;6;8;8;7;7;10;7;10;9;8;10
Attraction17;Park1;17;18;27;28;18;22;23;15;20;27;17;27;36;23;33;25;25;32;21;21;24;20;33;35;31;38;27;42;40;40;32;46;37;44;32;38;41;28;40;42;35;26;24;24;36;39;39;38;38;35;25;32;34;32;31;29;42;34;37;28;44;44;44;33;33;48;39;37;31;33;37;46;29;40;46;27;44;41;46;33;43;31;42;33;49;55;55;40;34;51;45;33;43;42;54;40;26;36;32;37;43;33;27;44;41;35;32;34;40;24;32;35;32;40;37;39;32;27;26;26
Attraction18;Park1;5;4;4;4;3;4;4;5;4;3;5;3;7;6;8;9;8;7;6;6;5;6;7;8;6;7;7;9;9;10;7;9;10;7;10;7;9;9;10;10;8;9;9;8;10;10;7;8;7;8;9;10;7;6;11;10;10;10;11;9;10;8;10;7;10;8;10;7;10;9;7;12;10;7;8;7;8;10;10;10;8;8;7;6;7;7;11;10;9;10;9;8;10;11;7;11;9;7;8;10;9;6;7;6;9;8;6;8;8;9;10;9;6;10;6;5;7;6;9;9
Attraction19;Park1;5;4;3;3;3;4;3;5;5;4;4;5;5;5;8;5;6;5;6;8;5;8;8;7;7;5;6;7;7;8;6;5;7;8;8;6;6;6;8;5;8;8;8;9;5;8;5;6;7;6;10;9;7;6;8;7;8;7;9;8;8;10;12;9;13;9;8;12;13;11;11;8;9;8;8;10;9;6;7;7;7;10;8;10;8;10;10;7;12;7;7;12;7;6;10;12;6;8;9;11;11;7;11;7;7;7;9;10;9;6;7;8;5;7;9;9;7;9;6;5
Attraction20;Park1;6;6;5;4;3;5;4;4;4;6;5;4;5;7;6;7;5;6;4;6;4;5;5;5;7;6;8;7;5;4;8;5;7;8;6;6;7;6;6;8;6;6;6;8;7;8;7;8;9;8;9;8;8;7;10;5;7;6;6;9;8;8;7;9;8;11;10;6;10;9;11;11;8;11;11;9;9;10;7;7;8;9;8;8;11;8;9;11;8;8;7;6;10;9;8;8;6;8;6;6;6;6;6;8;7;6;5;6;9;7;8;8;5;8;9;7;9;6;9;5
Attraction21;Park1;3;5;5;6;3;6;6;5;4;6;5;6;5;8;5;5;6;6;8;7;5;5;6;5;9;5;7;8;9;8;9;6;9;8;5;7;6;7;8;6;6;9;9;5;6;8;5;8;8;9;7;7;6;10;6;8;7;6;5;6;10;10;8;8;10;12;8;11;9;7;8;7;9;9;10;9;12;10;10;11;7;9;12;8;11;8;11;7;11;10;9;11;8;10;12;8;6;7;7;8;9;9;10;7;9;10;6;7;7;8;7;5;6;6;8;8;8;4;8;4
Attraction22;Park1;5;6;4;5;4;5;5;5;4;4;4;5;5;6;4;6;7;7;4;7;6;8;5;6;10;6;10;7;6;6;8;9;8;7;10;7;8;9;10;10;8;9;7;10;7;10;6;10;9;9;9;9;11;10;9;10;8;10;11;6;12;9;9;13;10;10;12;8;10;10;7;9;10;6;10;8;10;9;10;8;10;7;6;8;12;9;9;12;9;7;13;7;8;10;8;12;6;9;9;9;6;6;8;9;9;6;9;9;7;8;6;8;7;8;6;8;8;8;6;8
Attraction23;Park1;6;5;5;5;6;5;4;3;4;5;3;4;8;4;5;7;5;6;6;8;6;8;8;6;9;6;6;5;7;8;9;5;5;8;7;8;7;8;8;7;9;9;8;8;10;9;10;8;7;6;6;7;9;6;10;9;7;8;7;6;7;6;7;7;9;9;11;7;6;6;7;10;8;8;7;9;8;12;8;10;7;8;12;10;7;7;10;12;11;12;8;8;9;11;8;11;9;10;10;9;8;6;8;12;9;10;11;12;9;6;8;9;10;7;10;8;10;9;6;9
Attraction24;Park1;16;12;16;14;14;14;20;19;18;17;19;16;18;20;31;27;22;23;18;30;28;17;24;29;36;35;25;33;25;36;36;29;21;20;37;37;35;29;23;33;20;33;31;35;30;32;29;27;32;38;27;34;27;37;29;35;37;21;22;39;25;45;35;36;35;32;34;44;44;39;37;45;30;25;21;36;21;32;22;39;30;33;28;23;26;39;42;25;29;38;26;32;38;29;38;38;33;23;22;37;29;27;20;28;20;20;25;21;21;26;25;30;29;30;35;29;32;25;29;34
Attraction25;Park1;18;13;13;15;18;20;19;13;20;12;19;14;17;20;27;17;17;29;21;28;30;27;22;18;28;20;24;33;21;28;30;31;23;34;35;24;32;34;23;27;32;19;31;31;33;25;23;30;37;37;23;36;23;28;36;24;24;37;25;33;33;34;22;37;27;32;35;33;21;39;26;36;37;35;40;40;42;32;41;25;43;27;33;43;23;25;37;39;34;37;31;35;29;32;29;40;42;27;26;32;29;36;29;41;40;32;32;35;23;18;22;32;26;19;20;22;27;20;34;21
Attraction26;Park1;22;33;28;24;28;23;32;24;32;36;30;35;56;41;53;34;32;46;50;39;30;51;53;53;39;59;66;60;50;51;50;66;61;48;44;50;33;53;48;53;37;57;53;39;47;46;35;42;54;41;56;44;63;38;47;61;68;42;44;67;41;54;64;48;58;57;68;52;46;70;45;67;44;68;62;64;67;67;39;55;50;50;39;56;55;40;63;59;54;58;52;63;38;63;70;50;40;45;65;56;39;51;53;44;56;44;52;42;42;61;55;39;40;62;55;50;65;51;39;43
Attraction27;Park1;22;15;27;25;19;24;24;22;15;23;20;27;33;38;28;26;38;28;38;23;29;39;26;31;30;39;42;31;28;32;39;35;33;31;39;41;27;36;41;47;41;31;35;39;34;27;39;35;37;50;46;39;34;48;32;32;49;32;40;45;40;50;35;40;37;41;36;37;51;54;32;55;33;47;49;35;34;47;32;29;31;41;29;29;46;39;35;41;53;36;45;43;36;56;55;39;35;47;36;47;27;38;39;38;38;47;37;47;32;26;34;35;30;29;35;33;30;25;33;41
Attraction28;Park1;25;22;35;21;22;24;31;34;25;22;34;24;49;51;50;48;54;38;55;40;58;50;56;38;47;56;39;47;50;36;47;53;41;53;47;40;56;51;57;44;45;55;48;57;53;46;61;54;35;54;51;35;61;57;36;55;35;50;52;44;53;63;38;57;46;64;47;68;54;62;37;64;68;75;46;69;61;47;71;71;46;55;68;62;61;60;43;72;51;64;45;66;64;46;52;59;46;41;60;52;44;41;42;36;44;43;60;61;39;51;32;37;44;56;48;34;58;59;42;49
Attraction29;Park1;11;13;19;11;13;11;15;15;18;19;14;19;18;26;24;17;23;18;17;29;26;30;23;28;32;35;25;25;36;33;35;21;25;28;27;35;25;18;24;31;20;23;30;30;28;28;31;21;23;35;41;43;32;34;25;32;30;30;36;24;32;38;39;32;32;22;24;34;41;25;39;30;31;47;47;40;38;27;34;41;45;31;43;34;32;25;40;26;26;38;28;40;36;25;25;34;26;34;22;35;31;28;38;34;33;29;35;38;19;20;26;23;31;27;20;34;21;32;32;35
Attraction30;Park1;18;21;18;19;20;24;24;18;17;16;21;22;29;21;26;25;29;35;35;22;33;37;29;29;34;25;24;26;25;43;28;40;38;30;33;39;34;37;34;28;26;46;39;47;41;47;43;42;45;51;38;54;39;56;55;48;41;46;50;42;44;50;52;56;46;40;42;40;59;47;51;59;34;47;40;30;50;35;38;29;51;47;51;39;46;39;41;41;52;53;40;31;46;37;42;33;35;50;34;40;31;53;31;36;38;41;47;30;29;28;28;35;38;33;32;24;33;30;26;30
Attraction31;Park1;4;4;4;3;4;6;6;4;3;5;4;5;7;5;7;7;6;6;7;8;5;7;5;7;8;10;10;6;10;10;9;7;9;9;8;9;9;8;8;9;7;8;6;8;8;8;9;6;10;9;6;8;8;11;8;8;6;7;6;7;9;7;8;7;9;10;10;13;10;12;8;11;12;9;8;8;10;9;7;10;11;10;7;7;10;7;6;10;7;7;8;10;9;10;7;6;9;7;6;9;11;7;8;6;11;7;9;6;6;8;9;7;7;7;10;6;8;8;6;10
Attraction32;Park1;15;27;17;24;20;19;24;18;17;16;26;18;22;26;31;36;31;36;29;22;23;27;33;35;38;33;41;33;30;42;33;42;30;34;26;38;34;36;47;44;28;43;48;31;27;30;38;33;36;40;33;35;26;34;28;47;40;40;49;35;36;40;48;47;44;45;31;38;43;32;34;48;42;48;46;30;53;31;51;30;45;52;45;49;44;50;43;40;48;46;52;30;42;49;36;42;29;43;47;52;36;51;53;40;40;29;36;36;24;25;32;36;31;25;35;36;36;22;26;36
Attraction33;Park1;22;24;15;25;15;24;25;26;22;19;16;15;30;33;27;34;24;22;26;27;32;31;28;20;30;41;32;44;26;43;45;37;28;32;30;38;48;44;49;31;36;35;35;28;30;39;34;46;36;47;44;52;32;35;35;37;30;48;32;41;38;55;35;52;49;52;54;36;60;51;48;43;36;53;46;52;51;49;48;44;40;55;48;40;33;45;41;35;39;53;42;35;32;47;31;31;45;29;34;44;32;39;41;43;45;32;52;49;48;35;39;40;28;36;29;30;43;31;36;40
Attraction34;Park1;5;5;5;6;3;3;5;4;4;3;4;4;5;6;5;6;8;6;6;7;7;9;7;7;10;7;10;6;10;7;8;8;8;10;9;9;6;8;8;7;6;6;6;6;6;5;8;7;11;10;6;10;8;6;10;7;10;8;9;8;9;10;10;10;9;8;6;10;8;6;9;8;11;7;8;11;6;12;10;8;9;11;9;7;10;11;7;8;13;10;8;12;13;13;12;9;9;7;5;6;6;9;8;8;7;7;9;6;6;7;8;6;5;5;6;7;5;7;6;5
Attraction35;Park1;21;30;17;20;24;25;27;24;26;24;21;23;39;22;38;34;26;39;26;34;37;39;32;34;22;34;39;28;37;25;24;29;26;22;34;24;37;40;31;48;37;45;45;35;36;39;40;45;46;28;40;44;28;46;28;40;28;33;26;27;48;58;40;54;58;40;59;36;61;54;43;53;49;55;38;52;39;41;46;43;54;35;47;50;33;48;49;39;39;51;44;31;33;45;38;49;35;35;37;45;39;39;46;40;32;38;38;30;26;35;32;35;26;39;31;41;41;35;44;40
Attraction36;Park1;7;10;9;8;9;6;9;6;10;10;10;9;17;17;14;16;13;12;11;16;12;13;15;10;12;14;18;13;18;16;20;18;14;18;11;15;15;12;16;15;17;12;17;14;11;14;12;12;18;17;15;22;15;17;18;18;18;12;15;22;23;18;18;22;14;18;19;18;14;22;18;23;16;18;15;21;25;17;21;18;16;18;24;18;22;21;23;21;15;16;21;23;21;23;17;18;19;14;21;21;19;17;17;21;16;14;21;17;12;19;19;13;11;20;16;12;12;12;18;20
Attraction37;Park1;11;9;9;8;8;12;7;11;11;10;12;11;15;9;11;16;15;10;10;9;13;13;9;10;11;12;12;16;17;11;15;18;10;17;14;16;16;21;21;17;13;13;16;16;19;13;20;21;17;23;16;22;20;20;22;15;14;18;24;24;18;19;18;18;19;23;16;14;16;23;22;15;13;20;17;18;15;19;20;16;19;23;23;19;18;18;17;22;14;24;14;15;15;22;19;20;17;17;13;12;19;18;14;15;17;12;20;13;13;13;15;14;12;14;16;13;18;14;12;17
Attraction38;Park1;18;23;16;19;13;24;14;19;18;22;20;24;25;18;31;33;20;29;27;18;31;25;26;22;21;29;26;32;26;32;23;29;32;24;20;21;29;30;33;22;24;25;23;35;28;22;23;32;37;37;33;21;31;34;28;24;37;25;25;34;34;29;29;45;40;27;33;25;28;40;45;42;42;35;38;26;41;43;44;28;43;36;32;27;21;22;29;35;29;35;31;23;21;25;21;35;21;31;28;36;29;26;26;37;32;24;38;33;20;29;29;25;28;21;21;19;28;33;29;27
Attraction39;Park2;12;7;12;7;8;10;11;9;11;12;8;11;12;13;10;14;12;10;15;12;10;10;17;11;13;18;15;15;17;13;10;12;16;11;10;17;15;15;12;10;18;12;16;15;11;12;11;11;19;14;15;14;23;21;15;22;14;17;24;24;21;21;16;24;24;20;14;16;21;22;18;21;23;23;14;22;26;20;21;21;23;23;17;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction40;Park2;3;6;4;3;5;6;6;3;6;4;5;5;7;7;8;9;7;9;6;8;6;6;8;5;7;6;10;8;7;10;8;6;6;8;6;7;6;6;5;9;7;8;6;9;5;8;7;9;10;10;6;11;7;9;9;9;8;9;8;7;7;6;11;10;11;7;11;7;7;7;11;10;11;11;8;7;7;8;9;10;10;6;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction41;Park2;5;4;4;4;4;5;4;5;5;4;5;5;5;8;8;5;8;5;7;5;6;8;6;8;6;10;9;7;10;9;7;8;7;6;9;6;7;8;6;10;9;6;6;6;7;10;10;8;10;7;6;6;9;7;7;6;9;10;9;10;8;9;11;10;6;11;10;11;7;8;9;10;9;6;6;8;6;9;9;6;8;7;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction42;Park2;4;5;4;3;3;4;4;5;4;3;5;5;5;5;8;8;5;7;5;9;7;5;6;7;7;7;9;7;7;8;5;8;7;9;6;6;6;8;8;6;6;7;7;8;6;7;8;8;6;9;9;7;8;9;5;6;5;7;8;9;11;7;7;10;9;9;9;11;8;10;8;8;7;9;7;11;10;8;9;11;9;6;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction43;Park2;5;3;4;3;5;4;5;3;4;4;5;3;5;5;5;6;5;6;7;7;6;6;4;5;8;7;9;5;9;9;8;7;9;7;7;7;10;8;9;10;10;9;7;6;9;8;9;9;6;6;9;6;9;10;6;9;7;11;6;6;11;8;8;10;8;8;11;8;9;11;6;9;9;9;8;10;11;11;7;7;10;6;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction44;Park2;11;12;11;12;13;9;9;10;11;8;12;9;14;11;11;14;14;16;14;15;12;14;10;10;13;11;14;19;19;12;15;12;13;14;12;16;16;13;11;17;16;18;18;12;16;17;18;12;13;18;12;13;20;14;16;13;19;20;18;17;18;18;25;25;14;17;18;23;25;19;24;16;16;20;15;16;20;25;21;23;21;16;25;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction45;Park2;11;7;9;12;8;11;7;9;8;7;8;7;18;18;13;16;18;14;12;16;16;17;14;17;12;14;17;18;18;15;17;12;18;16;11;17;18;12;16;21;14;22;17;18;20;21;17;14;20;17;14;16;13;15;19;13;12;17;14;14;17;22;22;20;15;13;21;16;15;16;18;20;16;22;16;20;22;21;20;13;20;22;22;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction46;Park2;19;19;20;12;16;19;14;15;19;20;11;16;23;24;17;18;17;20;16;19;26;27;17;19;23;25;30;25;31;28;20;24;20;32;26;18;21;38;26;36;21;28;22;36;31;28;21;35;34;31;34;28;29;25;30;28;33;24;24;28;29;35;27;30;24;23;40;22;27;26;29;29;43;39;37;27;39;40;31;25;32;35;36;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction47;Park2;10;12;11;11;13;12;8;9;13;9;8;9;14;9;14;10;13;13;11;9;13;11;12;11;19;17;19;19;11;13;16;11;15;17;19;14;12;11;13;17;11;10;12;13;13;14;18;13;17;19;14;13;14;24;18;14;14;24;21;17;20;25;24;18;15;19;21;21;17;26;27;18;17;16;13;16;14;20;23;13;20;23;23;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction48;Park2;22;30;22;29;20;20;19;28;33;21;34;30;36;43;44;46;38;50;33;28;28;46;33;50;48;30;41;30;42;50;53;35;39;31;34;54;46;44;62;63;48;59;59;42;35;53;46;61;39;48;33;36;42;48;38;38;41;44;48;45;43;54;50;64;58;50;55;54;52;40;43;69;73;45;67;65;73;72;79;72;76;48;75;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction49;Park2;15;25;23;22;21;25;18;16;17;27;18;18;36;39;25;27;24;30;26;31;40;27;27;39;37;40;31;22;22;27;39;35;25;29;27;33;32;28;46;36;30;37;39;47;27;31;42;36;27;37;45;38;25;33;29;26;29;28;45;33;33;32;48;50;31;36;40;55;30;33;49;47;35;38;30;49;50;47;44;47;49;42;32;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Attraction50;Park2;20;16;12;20;11;17;13;18;16;17;21;11;25;20;21;23;26;20;17;23;16;18;23;28;28;23;24;24;31;30;31;25;32;28;19;20;29;30;19;25;26;19;31;21;31;19;24;19;30;23;27;41;25;31;39;36;39;30;28;25;31;37;36;24;41;26;38;41;24;38;30;38;27;35;33;38;38;23;42;26;39;37;36;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
